"x"
-0,00738728087303997
-0,0119738401825971
-0,0117192720746910
-0,00561011289076685
-0,00503576449412213
0,00161420535454138
-0,000605021698399266
-0,00343538783860575
0,00545070492538224
0,00742155647945131
-0,00440617576467606
-0,00180813710738725
-0,00706288880961381
0,000404940276843568
0,00141600104574024
-0,008118575137805
-0,000203811271469068
0,0079180192383781
-0,000809225211062525
0,0076613277964328
0,00260756340708079
-0,0040144574186618
-0,00161030630610393
0,00882476645543662
0,0053768923727282
-0,00477803019293832
-0,00199760354082068
-0,00220198267333949
-0,0086545775178557
-0,00263131413840645
-0,0081400530866853
-0,000817661533698999
-0,00430372628621711
0
0,000821186660805218
0,0093954939518337
-0,00775514090819218
-0,00781575348391828
0,00123813470212308
0,00226593978918732
0,00143929293891487
-0,00618303701047118
0,0051551820530853
0,00512874239408623
0,00143134673246204
0,0109734895097615
0,00121187653692667
0,0042300395433883
-0,00201207311342033
0,00462173032065438
0,00739042612734897
0,00634796815270677
-0,0103360093306621
-0,00320192388828344
-0,000601503777534429
-0,00462358849606215
0,0066271956580275
0,00219934108447628
-0,00239952124729070
-0,00200400868671524
-0,00825868325841217
0,00443996693058546
0,00862160728950467
0,00199441629731689
0,00437376442769732
0,00336667314727945
-0,00217714088964804
-0,000792864263536863
0,00947313182561027
0,0200298383203581
0,0143364779865918
-0,0101097666027967
0,0036360196981482
0,00723261622583271
-0,00151831496239385
0,0133951630273836
0,00839792189396027
0,00130002804083462
-0,00894860557601396
0,00931973194880209
0,00849811136799161
-0,00331675262599385
-0,00852646500191234
-0,00223630357828020
0,00687926855379484
-0,00278319133179172
-0,00260465263533316
0,000744878991610243
0,0122110675492881
0,00860574751691479
0,00599838206790082
0,00632284646437586
0,00269760077264802
-0,00865806274311431
-0,00453927243341923
0,0086972825820828
-0,00960761491622897
-0,00988475923254173
-0,00220994565080268
-0,00184535944598485
0,00295094275373442
0,00404337988844228
0,00128310896533446
0,00802777527800114
0,0169373418316008
0,00392297222083826
-0,00142475536122610
0,00160270713676525
-0,00213751417331132
-0,00339376944472747
0,000357781756946451
-0,000536720649792599
-0,0102528103821742
-0,00926353005261671
-0,000730193533722279
-0,00991015634972836
-0,00573385460694187
0,00296351393033589
-0,00314902547896212
-0,0132600691607250
0,00300356899353593
0,00430188636870055
0,00205090031801536
-0,00055891943700015
-0,00373413428670499
-0,00864179715865099
0
0,00639460520174628
0,00392927813988964
0,00651468102119335
0,00351884796838453
0,000554477419251409
0,0128512875720523
0,00182249002513046
-0,00859473152080037
0,0118668667798993
-0,000544612884478823
-0,00290962198360933
-0,000546497873150642
0,00708128242754125
0,00613277535430079
0,00520133896158104
0,0049964415150443
0,00727146947833468
0,00035335689413607
0,0211490885396319
0,00517510211388217
0,00377812573749292
-0,00240260970218298
0,00462844745018653
0,00477735083668929
-0,00700318858469284
0,00325147886355381
0,000512426349927431
-0,00136705421153316
0,00766548340829853
0,00474014769386244
-0,00253657022790765
-0,00850200666272016
0,00340948165261956
0,00610792533427063
0,00236526550547200
-0,000675219471973243
-0,00881959583939462
-0,00546636140808232
0,00171145001555484
-0,00222545670895880
0,00325092253117543
0,00630057426985609
0,00895654487590747
0,00100891214208065
0,0123602709400537
0,00232134078705482
0
-0,00531386172350867
-0,0115550142726004
-0,00947713981071896
-0,00973950458343431
-0,00689182603792116
-0,00903097489053817
0,00069759333139352
0,000174322322415321
0,000174291939439186
0,00746596054116555
-0,0086866425307388
0,00278794395600457
0,00537962251843904
0,00345542845542024
-0,0031093478151778
0,00397134252418496
0,00275340046606143
0,00257444577099708
0,00955312621796534
-0,00101919492430369
0,0076187619860395
-0,00388678140349974
-0,00220357746595479
-0,0193615231714901
-0,0158691969157756
-0,0086504202585429
-0,0123094944712889
-0,0171996636124767
0,000547695130076242
-0,00604120830471055
-0,00220588324741167
-0,0159528517644594
-0,0181137027991469
0,00247218914538916
-0,0187888962808911
0,0402102339860577
-0,0110291799375526
0,00543632419556017
-0,00863692939411997
